grantee,grant_date,grant_amount_arb,grant_name,proposal_url,gap_url
Gamma,2023-09-20,750000.0,Short Term Incentive Program,https://forum.arbitrum.foundation/t/gamma-final-stip-round-1/16691,https://gap.karmahq.xyz/project/gamma/grants?grantId=0x243f89246e1ad14dcca58c9d30bcf2d6ab89c7301ead097fbdbe8c655adcb363&tab=overview
Silo Finance,2023-09-20,1000000.0,Short Term Incentive Program,https://forum.arbitrum.foundation/t/silo-finance-final-stip-round-1/16640,https://gap.karmahq.xyz/project/silo-finance/grants?grantId=0xbfb61f8f793f31bde66779b1a8872cf05195d4ea1ace785696f01081717590b2&tab=overview
Socket Protocol,2023-09-20,1000000.0,Short Term Incentive Program,https://forum.arbitrum.foundation/t/socket-final-stip-round-1/17342,https://gap.karmahq.xyz/project/socket-protocol/grants?grantId=0xa15789c43368bd768e4a1a1565ea2d3729b8ad758cc254184076a811b5dfa44d&tab=overview
Dopex,2023-09-20,1500000.0,Short Term Incentive Program,https://forum.arbitrum.foundation/t/dopex-final-stip-round-1/16645,https://gap.karmahq.xyz/project/dopex/grants?grantId=0x0b0bb0d2c975c28b400dcfc7f099cbadecc50f03298acc87f4247ef0d6043365&tab=overview
Trader Joe,2023-09-20,1510000.0,Short Term Incentive Program,https://forum.arbitrum.foundation/t/trader-joe-final-stip-round-1/17013,https://gap.karmahq.xyz/project/trader-joe/grants?grantId=0x69765d1039a988b645bc995623ac03e3e8f29e6e4ba040e067ab95ea1a059f04&tab=overview
Radiant,2023-09-20,2852044.0,Short Term Incentive Program,https://forum.arbitrum.foundation/t/radiant-final-stip-round-1/16929,https://gap.karmahq.xyz/project/radiant/grants?grantId=0x196c3cc520bd59c84b7672d0841af9aba8b4df4babe6058435336a1937887dfc&tab=overview
Vertex,2023-09-20,3000000.0,Short Term Incentive Program,https://forum.arbitrum.foundation/t/vertex-protocol-final-stip-round-1/17435,https://gap.karmahq.xyz/project/vertex/grants?grantId=0x0367191aeb084277e7b9220638154e3efaa3bfd2386a10def9ec15563f8ac5bb&tab=overview
Camelot,2023-09-20,3090000.0,Short Term Incentive Program,https://forum.arbitrum.foundation/t/camelot-final-stip-round-1/17200,https://gap.karmahq.xyz/project/camelot/grants?grantId=0x56d75e51e999889e78ad0261b29998d52ea090e774d7dd0a653820d2c406226f&tab=overview
Patrick Collins,2023-09-19,416.5,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x59d79b22595b17af659ce9b03907615f53742c57/0x59d79b22595b17af659ce9b03907615f53742c57-18,https://gap.karmahq.xyz/project/patrick-collins/grants?grantId=0x6ff79f8152e42ba79bacced484594bf93593648c84ce6807c5c2e13d472eb6b6&tab=overview
growthepie.xyz 🥧📏,2023-09-19,708.5,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x59d79b22595b17af659ce9b03907615f53742c57/0x59d79b22595b17af659ce9b03907615f53742c57-16,https://gap.karmahq.xyz/project/growthepiexyz-/grants?grantId=0xb42b8fee26c3ed42080507c343c70b522dd2c7c75bd97ba996ae5f251c56a4fd&tab=overview
Biteye,2023-09-19,1250.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x59d79b22595b17af659ce9b03907615f53742c57/0x59d79b22595b17af659ce9b03907615f53742c57-44,https://gap.karmahq.xyz/project/biteye/grants?grantId=0x163f40874ffbe9cc50cda6599afd2820abeed35a12ea982f090f6ecbcc730e67&tab=overview
Arbitrum Africa,2023-09-19,1250.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x59d79b22595b17af659ce9b03907615f53742c57/0x59d79b22595b17af659ce9b03907615f53742c57-13,https://gap.karmahq.xyz/project/arbitrum-africa/grants?grantId=0xa2c92b39d4f5324081e698be06af20e408b2ecd0afe43bd20a8e06442cb54297&tab=overview
Arbisocks,2023-09-19,1250.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x59d79b22595b17af659ce9b03907615f53742c57/0x59d79b22595b17af659ce9b03907615f53742c57-14,https://gap.karmahq.xyz/project/arbisocks/grants?grantId=0xfe36b08e427f2b71419787e59f896bf7d6ce7575854e6706b6ec2436672fea54&tab=overview
Ethereum Mexico,2023-09-19,1250.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x59d79b22595b17af659ce9b03907615f53742c57/0x59d79b22595b17af659ce9b03907615f53742c57-2,https://gap.karmahq.xyz/project/ethereum-mexico/grants?grantId=0x66dfbabd40d051b682990206e19ba43d15116ee4eb6fb050089ad0644032396d&tab=overview
Monkey Empire,2023-09-19,668.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3-21,https://gap.karmahq.xyz/project/monkey-empire/grants?grantId=0xdcd4338ea01c2180db571ff3e6e57476465abc03148c40a63d28ee9650bb8640&tab=overview
Smithonia,2023-09-19,1450.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3-13,https://gap.karmahq.xyz/project/smithonia/grants?grantId=0xa9feda0a1c3b2110a7e984c8b059d432c37049da5f6e55ce38299c4d8476f965&tab=overview
Fractal Visions,2023-09-19,1450.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3-1,https://gap.karmahq.xyz/project/fractal-visions/grants?grantId=0x2816e0e0228d5e1e195001ba5f49a2b0a492d424f9dec5c9b152de23ddf206e4&tab=overview
Arbibots,2023-09-19,1450.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3-10,https://gap.karmahq.xyz/project/arbibots/grants?grantId=0xd53fcc570945f153038700aac1b83eac75270788340a3afa933ec24e2d8a6297&tab=overview
MEEET,2023-09-19,1450.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3/0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3-7,https://gap.karmahq.xyz/project/meeet/grants?grantId=0xba7fcebf48389f02ab21a67a869e82502cdbcbaff611af907b5ef0ff944e1314&tab=overview
All Weather Protocol,2023-09-19,128.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad-26,https://gap.karmahq.xyz/project/all-weather-protocol/grants?grantId=0xcc6eda2d0887d51442194c1df7329a1b032699250e578f47247ade00b291c376&tab=overview
stateborn - hybrid off-chain,2023-09-19,182.22,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad-36,https://gap.karmahq.xyz/project/stateborn---hybrid-off-chain/grants?grantId=0x85262f5c6c662565cb91620ab942b3cfcefef3a43035ae1b20c63f3e65b5ef2a&tab=overview
The Forus,2023-09-19,1501.93,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad-27,https://gap.karmahq.xyz/project/the-forus/grants?grantId=0x8ffde75adc3a0d517ecba7382adcef16a6174257ca2bf64d88bbc7f36d492a46&tab=overview
GiveStation,2023-09-19,1553.4,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad-3,https://gap.karmahq.xyz/project/givestation/grants?grantId=0x9bf9e95cc21954399330218a388e1075b1be747fce6cff33b6432f1361dadfad&tab=overview
AikiCloud,2023-09-19,4120.6,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad-18,https://gap.karmahq.xyz/project/aikicloud/grants?grantId=0x4231ff678531244ea3b002dbd635252875351a34178d9a83cdec8cf6318f80d3&tab=overview
Fiat24,2023-09-19,4182.85,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad-17,https://gap.karmahq.xyz/project/fiat24/grants?grantId=0x2a0f13f317d33a367df38c6ae69c65e5ed58ebde48cb63fbfb956ac492192c9c&tab=overview
EthereansOS,2023-09-19,5000.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad-21,https://gap.karmahq.xyz/project/ethereansos/grants?grantId=0x37a43311526afe2c97f4ba7a61f93c25b2d706819bde39be1d723bf79b3792d7&tab=overview
Giveth,2023-09-19,5000.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad/0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad-22,https://gap.karmahq.xyz/project/giveth/grants?grantId=0x4f786e90e8b330f3d8f0c67b42b5040a1889ed758b0861730549f752d4a0b1ae&tab=overview
solidity-analyzer,2023-09-19,765.2,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad-22,https://gap.karmahq.xyz/project/solidity-analyzer/grants?grantId=0x6c7082eb24d627ac8bc9feeb775a03dee4f8949ceee0862e6fdf36c5130bed08&tab=overview
1W3,2023-09-19,1116.95,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad-13,https://gap.karmahq.xyz/project/1w3/grants?grantId=0x242c613e73965ae822a09fbe943669aa0928f8cb11ed19ae083e78fbf47e6b89&tab=overview
DexKit,2023-09-19,1827.2,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad-11,https://gap.karmahq.xyz/project/dexkit-1/grants?grantId=0xe2018f0c2330f567353fe237dce8176e735c2b35dd774776e6227f643b25bb96&tab=overview
VueDapp,2023-09-19,3600.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad-7,https://gap.karmahq.xyz/project/vuedapp/grants?grantId=0xf21c69007d0a16ba243e4aec48eb31d560351f75b85bd0f9653eabf444fdc96e&tab=overview
WELLDONE,2023-09-19,3600.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad-17,https://gap.karmahq.xyz/project/welldone/grants?grantId=0xa15ed590491af8274a731f8a9666b2795c00bc1bc8adf34af82c8cbf0242935e&tab=overview
Arbitrum EcofuseAI,2023-09-19,3600.0,Plurality Labs - Gitcoin Round,https://explorer.gitcoin.co/#/round/42161/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad/0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad-10,https://gap.karmahq.xyz/project/arbitrum-ecofuseai/grants?grantId=0x068c3c023dc58b590498e451fdef442cc3267ac6de76d2b11c0373c036dcc2be&tab=overview
Arbitrum Cipher Sessions,2023-11-15,2359.48,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-34,https://gap.karmahq.xyz/project/arbitrum-cipher-sessions/grants?grantId=0xa3b456749994092f138791e666b1dbbc3f24b8ac918c79d89826606cb958e193&tab=overview
0xngmi,2023-11-15,3548.97,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-43,https://gap.karmahq.xyz/project/0xngmi/grants?grantId=0x99faad4b93991edacfc64f13c058d6f041986f8539280d8da2a619d0a844bb57&tab=overview
Taylor Pedde,2023-11-15,4054.0,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-29,https://gap.karmahq.xyz/project/taylor-pedde/grants?grantId=0x621a653ae27b9b02d8f66a998066cf561fd5f9125970956acab5294413a72492&tab=overview
Arbitrum Thailand,2023-11-15,5000.0,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-18,https://gap.karmahq.xyz/project/arbitrum-thailand/grants?grantId=0x635c2d0642c81e3191e6eff8623ba601b7e22e832d7791712b6bc28d052ff2b5&tab=overview
ArbitrumDAO delegates,2023-11-15,5000.0,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-22,https://gap.karmahq.xyz/project/arbitrumdao-delegates/grants?grantId=0x70b884223f9d3856fd17b22da59b1f2c668c6dd746af1580612c80f755602b5e&tab=overview
Arbitrum STIP Stream Tracker,2023-11-15,5000.0,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-25,https://gap.karmahq.xyz/project/arbitrum-stip-stream-tracker/grants?grantId=0xd452179c9c1207feb4f489e7ab53992af53981fe34320f9caf3e879addbf2ef2&tab=overview
Andy,2023-11-15,5000.0,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-9,https://gap.karmahq.xyz/project/andy/grants?grantId=0x6a60c25422e082516596154792cc90e3840f73d9fa646cff8bdc8ee4faace607&tab=overview
Larva,2023-11-15,5000.0,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-36,https://gap.karmahq.xyz/project/larva/grants?grantId=0x9ad277e9e82de37aa8f2e5bc3b9bf77756cd0b0fcd92427ce3d2f0a9fe748902&tab=overview
Francescoweb3,2023-11-15,5000.0,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-16,https://gap.karmahq.xyz/project/francescoweb3/grants?grantId=0x61f380f77137630ebfdfb5f0b9ce5da851282e8dc1bbacc3039da6af118d0575&tab=overview
Atomist,2023-11-15,5000.0,Plurality Labs - Arbitrum Citizens,https://explorer.gitcoin.co/#/round/42161/0x3ac78e1ae5086904d53b41c747188216789f59a7/0x3ac78e1ae5086904d53b41c747188216789f59a7-15,https://gap.karmahq.xyz/project/atomist/grants?grantId=0x9e47810c12c0f90815a0976155177aa137ed14c5e1b2b33ca15e07e86c26ef43&tab=overview
Diana Chen,,45000.0,Plurality Labs - Direct,https://docs.google.com/document/d/1CkF_sA0NuXCodEF68GjPRzgZjcH1E1eKIVb4qYM0GRg/edit,https://gap.karmahq.xyz/project/diana-chen/grants?grantId=0xab8f8e8990bc463b8d7e052046962fb5adff95a2d160d8b1d1f06d92d228f332&tab=overview
Blockscience,,65068.0,Plurality Labs - Direct,https://docs.google.com/document/d/1S0gTA2ktymDF6Dwjd7lPEjJALf9CuFIe6SK926gn6sI/edit#heading=h.fc2w9fhwp6st,https://gap.karmahq.xyz/project/blockscience-1/grants?grantId=0x1c4aa963056d56802e1f4b5f24659ccc1a44823131ba389a0cbaf36a6c8a44a9&tab=overview
Peporoni Joe,,11750.0,Plurality Labs - Firestarters,https://docs.google.com/document/d/1yhGo1ChmV1H66I6tzZDLZya1b-CYmvZo1bAjtGi4OW4/edit#heading=h.fc2w9fhwp6st,https://gap.karmahq.xyz/project/peporoni-joe/grants?grantId=0xe6bda8f934952d5828a251d13216c61f7335f407f7becb9dd1387c7355cfa6b7&tab=overview
Omni,,65399.0,Plurality Labs - Firestarters, no proposal URL on gap.karmahq.xyz,https://gap.karmahq.xyz/project/omni/grants?grantId=0xcdaa67fc005df1417c7f9a54eee0d62ec3b44d157eba707b3a0169d4cbca9bf3&tab=overview
Heale Labs,2024-01-29,2500.0,Arbitrum Minigrants Round 3,https://jokerace.xyz/contest/arbitrumone/0x5c7dd4e1ac2d0294fffa8a2d16bb177cf65eeac4/submission/8193029775422242264946318121287661748176536572112744270274123481462355356374,https://gap.karmahq.xyz/project/heale-labs/grants?grantId=0xbd729dc563b6eb4519b40670f0e393abc24e400e7198efd27f5430f612c785db&tab=overview
Smol Age,2024-01-22,2500.0,Arbitrum Minigrants Round 2,https://jokerace.xyz/contest/arbitrumone/0x19bD7DE60eF13b93f03FAC83C711d2efe8D0417a/submission/15435028225682665320922905495708926758056827209000826620972372731186737892961,https://gap.karmahq.xyz/project/smol-age/grants?grantId=0xfff1d01bdd39a788669af0d1f0b2079c2252fc97f0780bae6d717241aad20986&tab=overview
